Gemeinde, Frauen  +/- pro 100,20-24  jährigeFrauen +/- pro 100,25-29  jährigeFrauen +/- pro 100,30-34  jährigeFrauen +/- pro 100,35-39  jährigeFrauen +/- pro 100,40-44  jährigeFrauen +/- pro 100,45-49  jährigeFrauen +/- pro 100,50-54  jährigeFrauen +/- pro 100,55-59  jährigeFrauen +/- pro 100,60-64  jährigeFrauen +/- pro 100,65-69  jährigeFrauen +/- pro 100,70-74  jährigeFrauen +/- pro 100,75-79  jährigeFrauen +/- pro 100,80-84  jährigeFrauen +/- pro 100,85-89  jährigeFrauen +/- pro 100,90-94  jährigeFrauen +/- pro 100, Männer  +/- pro 100,20-24  jährigeMänner +/- pro 100,25-29  jährigeMänner +/- pro 100,30-34  jährigeMänner +/- pro 100,35-39  jährigeMänner +/- pro 100,40-44  jährigeMänner +/- pro 100,45-49  jährigeMänner +/- pro 100,50-54  jährigeMänner +/- pro 100,55-59  jährigeMänner +/- pro 100,60-64  jährigeMänner +/- pro 100,65-69  jährigeMänner +/- pro 100,70-74  jährigeMänner +/- pro 100,75-79  jährigeMänner +/- pro 100,80-84  jährigeMänner +/- pro 100,85-89  jährigeMänner +/- pro 100,90-94  jährigeMänner +/- pro 100
Oberwil im Simmental,0.2,0.6,-0.1,-0.5,-0.1,0.0,-0.7,-0.7,1.0,0.6,0.7,0.9,1.2,0.5,0.6,0.5,-0.2,-0.6,0.1,0.5,0.1,0.0,0.7,0.7,-1.0,-0.6,-0.7,-0.9,-1.2,-0.5,-0.6,-0.5
Spiez,2.6,-0.2,-0.6,-0.1,-0.2,-0.1,0.1,0.1,0.3,0.2,0.4,0.6,0.6,0.9,0.8,0.4,-2.6,0.2,0.6,0.1,0.2,0.1,-0.1,-0.1,-0.3,-0.2,-0.4,-0.6,-0.6,-0.9,-0.8,-0.4
Wimmis,-0.9,-0.9,-0.0,0.2,-0.5,-0.9,-0.4,0.1,-0.2,0.2,-0.4,0.5,0.8,1.0,0.8,0.0,0.9,0.9,0.0,-0.2,0.5,0.9,0.4,-0.1,0.2,-0.2,0.4,-0.5,-0.8,-1.0,-0.8,-0.0
Beatenberg,1.8,-0.3,-0.3,-0.2,-0.7,-0.2,-0.4,0.4,0.4,-0.1,0.8,0.6,0.8,1.0,1.5,0.0,-1.8,0.3,0.3,0.2,0.7,0.2,0.4,-0.4,-0.4,0.1,-0.8,-0.6,-0.8,-1.0,-1.5,0.0
Bönigen,0.4,-0.0,-1.0,-0.3,-0.3,-0.1,-0.3,0.0,0.2,-0.1,0.1,0.3,-0.1,0.8,0.5,0.6,-0.4,0.0,1.0,0.3,0.3,0.1,0.3,0.0,-0.2,0.1,-0.1,-0.3,0.1,-0.8,-0.5,-0.6
Brienz (BE),2.7,-0.4,-0.3,-0.1,-0.5,-0.2,0.3,-0.3,0.2,0.3,0.3,0.4,0.8,1.0,0.7,0.6,-2.7,0.4,0.3,0.1,0.5,0.2,-0.3,0.3,-0.2,-0.3,-0.3,-0.4,-0.8,-1.0,-0.7,-0.6
Brienzwiler,-0.8,-1.7,-2.7,-0.6,-0.2,0.4,0.4,1.3,-1.0,0.0,-0.4,0.0,-0.2,1.7,0.6,0.6,0.8,1.7,2.7,0.6,0.2,-0.4,-0.4,-1.3,1.0,0.0,0.4,0.0,0.2,-1.7,-0.6,-0.6
Därligen,4.4,-1.2,-1.7,-1.0,-0.7,0.0,-0.2,2.2,0.7,-1.0,1.2,-0.2,0.0,0.2,0.7,0.2,-4.4,1.2,1.7,1.0,0.7,0.0,0.2,-2.2,-0.7,1.0,-1.2,0.2,0.0,-0.2,-0.7,-0.2
Grindelwald,-0.5,0.3,-0.9,-0.9,-0.1,-0.3,-0.7,0.1,-0.3,0.1,-0.1,0.4,0.7,0.5,0.9,0.2,0.5,-0.3,0.9,0.9,0.1,0.3,0.7,-0.1,0.3,-0.1,0.1,-0.4,-0.7,-0.5,-0.9,-0.2
Gsteigwiler,-1.3,0.0,-0.3,-1.5,1.0,-0.3,1.0,-0.3,-0.3,-0.5,0.5,-0.5,0.8,1.0,0.0,0.0,1.3,0.0,0.3,1.5,-1.0,0.3,-1.0,0.3,0.3,0.5,-0.5,0.5,-0.8,-1.0,0.0,0.0
Gündlischwand,0.3,0.6,0.0,-1.5,-0.3,0.0,0.3,-2.6,-0.3,-1.8,0.6,0.9,1.8,0.6,0.3,0.9,-0.3,-0.6,0.0,1.5,0.3,0.0,-0.3,2.6,0.3,1.8,-0.6,-0.9,-1.8,-0.6,-0.3,-0.9
Habkern,-1.2,0.6,-2.2,-0.8,-0.5,-0.3,0.5,-1.4,0.0,-0.8,-0.2,0.5,0.8,0.8,0.5,0.2,1.2,-0.6,2.2,0.8,0.5,0.3,-0.5,1.4,0.0,0.8,0.2,-0.5,-0.8,-0.8,-0.5,-0.2
Hofstetten bei Brienz,-4.4,-0.9,-0.6,-1.1,-0.6,-1.1,-0.2,0.2,0.4,0.4,0.2,0.6,0.4,0.4,0.7,0.0,4.4,0.9,0.6,1.1,0.6,1.1,0.2,-0.2,-0.4,-0.4,-0.2,-0.6,-0.4,-0.4,-0.7,0.0
Interlaken,3.7,-0.4,-0.5,-0.6,-0.4,-0.2,-0.1,0.2,0.6,0.5,0.8,0.9,0.7,1.1,1.0,0.4,-3.7,0.4,0.5,0.6,0.4,0.2,0.1,-0.2,-0.6,-0.5,-0.8,-0.9,-0.7,-1.1,-1.0,-0.4
Iseltwald,2.6,0.0,-0.9,-0.5,0.0,0.0,0.2,0.0,0.9,-1.2,0.2,0.9,0.2,0.2,0.2,0.2,-2.6,0.0,0.9,0.5,0.0,0.0,-0.2,0.0,-0.9,1.2,-0.2,-0.9,-0.2,-0.2,-0.2,-0.2
Lauterbrunnen,2.1,-0.9,-0.2,0.1,-0.1,0.0,-0.6,-0.2,-0.2,-0.2,0.1,0.3,1.1,0.8,1.2,0.5,-2.1,0.9,0.2,-0.1,0.1,0.0,0.6,0.2,0.2,0.2,-0.1,-0.3,-1.1,-0.8,-1.2,-0.5
Leissigen,0.5,0.3,-1.4,-0.3,-0.5,-0.5,0.9,-0.1,-0.5,0.0,0.4,0.6,0.9,0.9,0.9,0.7,-0.5,-0.3,1.4,0.3,0.5,0.5,-0.9,0.1,0.5,0.0,-0.4,-0.6,-0.9,-0.9,-0.9,-0.7
Lütschental,-1.4,-3.2,-0.9,-0.5,0.9,-1.4,-0.5,1.4,-0.9,-0.9,0.5,0.0,0.5,1.4,0.0,0.5,1.4,3.2,0.9,0.5,-0.9,1.4,0.5,-1.4,0.9,0.9,-0.5,0.0,-0.5,-1.4,0.0,-0.5
Matten bei Interlaken,4.2,0.3,-0.3,-0.7,-0.0,0.0,0.1,0.3,0.2,0.3,0.6,0.8,0.8,0.8,0.9,0.5,-4.2,-0.3,0.3,0.7,0.0,0.0,-0.1,-0.3,-0.2,-0.3,-0.6,-0.8,-0.8,-0.8,-0.9,-0.5
Niederried bei Interlaken,0.3,1.2,-1.4,0.0,-0.3,0.6,-0.3,-3.7,-0.3,0.9,1.2,0.0,0.3,1.2,1.2,0.6,-0.3,-1.2,1.4,0.0,0.3,-0.6,0.3,3.7,0.3,-0.9,-1.2,0.0,-0.3,-1.2,-1.2,-0.6
Oberried am Brienzersee,1.3,-0.2,-0.2,1.1,-0.2,0.0,-1.1,0.0,-0.7,2.0,-0.2,0.9,0.0,0.9,0.2,0.7,-1.3,0.2,0.2,-1.1,0.2,0.0,1.1,0.0,0.7,-2.0,0.2,-0.9,0.0,-0.9,-0.2,-0.7
Ringgenberg (BE),1.7,0.6,-0.9,-0.8,-0.1,0.4,0.6,-0.6,0.1,0.5,0.2,0.3,0.6,0.9,0.9,0.4,-1.7,-0.6,0.9,0.8,0.1,-0.4,-0.6,0.6,-0.1,-0.5,-0.2,-0.3,-0.6,-0.9,-0.9,-0.4
Saxeten,-9.3,-1.0,-4.1,-2.1,0.0,0.0,0.0,1.0,-4.1,0.0,0.0,-2.1,1.0,0.0,1.0,1.0,9.3,1.0,4.1,2.1,0.0,0.0,0.0,-1.0,4.1,0.0,0.0,2.1,-1.0,0.0,-1.0,-1.0
Schwanden bei Brienz,0.0,-1.4,-0.2,-0.7,-0.3,-0.7,2.4,0.2,-1.7,0.3,-0.2,0.7,1.2,-0.3,1.0,0.3,0.0,1.4,0.2,0.7,0.3,0.7,-2.4,-0.2,1.7,-0.3,0.2,-0.7,-1.2,0.3,-1.0,-0.3
Unterseen,3.4,-0.2,-0.6,-0.1,-0.3,0.3,0.0,0.3,0.2,-0.1,0.2,0.8,0.7,1.0,1.0,0.5,-3.4,0.2,0.6,0.1,0.3,-0.3,0.0,-0.3,-0.2,0.1,-0.2,-0.8,-0.7,-1.0,-1.0,-0.5
Wilderswil,2.7,0.5,0.0,-0.8,-0.3,-0.3,-0.4,0.8,0.1,0.4,0.4,0.5,0.8,1.0,0.6,0.4,-2.7,-0.5,-0.0,0.8,0.3,0.3,0.4,-0.8,-0.1,-0.4,-0.4,-0.5,-0.8,-1.0,-0.6,-0.4
Guttannen,-1.7,-1.7,-0.7,-1.0,-0.7,0.0,-1.4,-0.7,-0.7,0.3,-0.3,0.7,0.7,1.4,-0.3,0.7,1.7,1.7,0.7,1.0,0.7,0.0,1.4,0.7,0.7,-0.3,0.3,-0.7,-0.7,-1.4,0.3,-0.7
Hasliberg,0.3,0.6,-0.2,-0.1,0.2,-0.5,-0.3,-0.6,0.0,0.2,0.3,0.5,0.8,0.8,0.7,0.4,-0.3,-0.6,0.2,0.1,-0.2,0.5,0.3,0.6,0.0,-0.2,-0.3,-0.5,-0.8,-0.8,-0.7,-0.4
Innertkirchen,-0.4,0.0,-1.0,-0.6,-0.1,-0.3,0.2,-0.9,-0.3,0.3,0.3,0.1,1.3,0.3,0.4,0.2,0.4,0.0,1.0,0.6,0.1,0.3,-0.2,0.9,0.3,-0.3,-0.3,-0.1,-1.3,-0.3,-0.4,-0.2
Meiringen,2.0,-0.8,-0.1,-0.6,-0.3,-0.0,-0.1,0.1,0.1,0.3,0.1,0.4,0.8,0.9,1.0,0.4,-2.0,0.8,0.1,0.6,0.3,0.0,0.1,-0.1,-0.1,-0.3,-0.1,-0.4,-0.8,-0.9,-1.0,-0.4
Schattenhalb,3.3,-0.2,0.7,-1.7,0.2,-0.3,0.9,-0.7,-0.2,0.9,0.2,0.2,0.9,0.9,0.5,0.5,-3.3,0.2,-0.7,1.7,-0.2,0.3,-0.9,0.7,0.2,-0.9,-0.2,-0.2,-0.9,-0.9,-0.5,-0.5
Luzern,4.5,0.1,0.2,-0.6,-0.4,-0.1,-0.0,0.2,0.3,0.4,0.5,0.7,0.8,1.0,0.8,0.6,-4.5,-0.1,-0.2,0.6,0.4,0.1,0.0,-0.2,-0.3,-0.4,-0.5,-0.7,-0.8,-1.0,-0.8,-0.6
Adligenswil,0.6,-0.4,-0.9,-0.4,0.3,-0.4,0.3,0.2,0.3,0.6,0.4,0.5,0.4,0.4,0.4,0.1,-0.6,0.4,0.9,0.4,-0.3,0.4,-0.3,-0.2,-0.3,-0.6,-0.4,-0.5,-0.4,-0.4,-0.4,-0.1
Buchrain,0.3,-0.1,-0.6,-0.5,-0.1,-0.1,-0.1,0.3,0.1,0.2,0.3,0.4,0.3,0.5,0.4,0.1,-0.3,0.1,0.6,0.5,0.1,0.1,0.1,-0.3,-0.1,-0.2,-0.3,-0.4,-0.3,-0.5,-0.4,-0.1
Dierikon,0.3,1.7,0.5,-1.3,-0.3,0.3,0.1,0.3,-0.2,-0.1,0.4,0.2,0.1,0.5,0.1,0.0,-0.3,-1.7,-0.5,1.3,0.3,-0.3,-0.1,-0.3,0.2,0.1,-0.4,-0.2,-0.1,-0.5,-0.1,0.0
Ebikon,1.1,0.0,-0.2,-0.6,-0.5,-0.2,-0.1,0.1,0.2,0.4,0.3,0.5,0.7,0.6,0.7,0.3,-1.1,-0.0,0.2,0.6,0.5,0.2,0.1,-0.1,-0.2,-0.4,-0.3,-0.5,-0.7,-0.6,-0.7,-0.3
Gisikon,-2.0,-0.2,-0.1,-0.2,-0.3,-0.6,-0.8,0.7,-0.2,0.1,-0.3,0.0,0.5,0.0,-0.2,0.1,2.0,0.2,0.1,0.2,0.3,0.6,0.8,-0.7,0.2,-0.1,0.3,0.0,-0.5,0.0,0.2,-0.1
Greppen,-1.2,0.0,-1.0,-0.1,0.3,-0.4,-0.3,0.1,-0.1,-0.1,0.8,-0.3,0.1,0.4,0.7,0.1,1.2,0.0,1.0,0.1,-0.3,0.4,0.3,-0.1,0.1,0.1,-0.8,0.3,-0.1,-0.4,-0.7,-0.1
Honau,-0.3,-0.3,-0.8,0.3,-0.5,-1.3,0.8,0.3,0.0,0.3,0.3,0.0,0.8,0.3,0.3,0.3,0.3,0.3,0.8,-0.3,0.5,1.3,-0.8,-0.3,0.0,-0.3,-0.3,0.0,-0.8,-0.3,-0.3,-0.3
Horw,3.0,-0.4,0.0,-0.3,-0.2,-0.1,0.2,0.2,0.1,0.4,0.3,0.5,0.6,0.8,0.7,0.2,-3.0,0.4,0.0,0.3,0.2,0.1,-0.2,-0.2,-0.1,-0.4,-0.3,-0.5,-0.6,-0.8,-0.7,-0.2
Kriens,2.5,-0.3,-0.3,-0.5,-0.3,-0.0,0.2,0.4,0.2,0.4,0.4,0.6,0.7,0.9,0.7,0.3,-2.5,0.3,0.3,0.5,0.3,0.0,-0.2,-0.4,-0.2,-0.4,-0.4,-0.6,-0.7,-0.9,-0.7,-0.3
Malters,-0.4,-0.4,-0.7,-0.3,-0.2,-0.3,-0.1,-0.1,-0.3,0.1,0.1,0.3,0.7,0.6,0.5,0.3,0.4,0.4,0.7,0.3,0.2,0.3,0.1,0.1,0.3,-0.1,-0.1,-0.3,-0.7,-0.6,-0.5,-0.3
Meggen,3.0,-0.7,-0.7,0.0,-0.2,0.1,0.1,0.2,0.0,0.4,0.7,0.7,0.7,0.7,0.6,0.7,-3.0,0.7,0.7,0.0,0.2,-0.1,-0.1,-0.2,-0.0,-0.4,-0.7,-0.7,-0.7,-0.7,-0.6,-0.7
Meierskappel,-1.0,-0.1,-0.7,-0.5,-0.3,0.0,-0.3,0.9,-0.4,0.4,-0.1,0.1,0.4,0.4,0.2,0.2,1.0,0.1,0.7,0.5,0.3,0.0,0.3,-0.9,0.4,-0.4,0.1,-0.1,-0.4,-0.4,-0.2,-0.2
Root,-1.0,-0.5,-0.6,-0.3,-0.4,-0.4,-0.5,0.4,-0.0,-0.1,0.5,0.3,0.4,0.4,0.4,0.3,1.0,0.5,0.6,0.3,0.4,0.4,0.5,-0.4,0.0,0.1,-0.5,-0.3,-0.4,-0.4,-0.4,-0.3
Schwarzenberg,-1.6,-0.1,-0.2,-0.6,-0.9,0.1,-1.1,0.5,-0.5,0.5,-0.1,0.2,0.2,0.9,-0.2,0.2,1.6,0.1,0.2,0.6,0.9,-0.1,1.1,-0.5,0.5,-0.5,0.1,-0.2,-0.2,-0.9,0.2,-0.2
Udligenswil,1.7,0.1,-0.9,-0.5,0.1,-0.3,0.0,0.1,0.3,0.2,0.3,0.6,0.5,0.3,0.4,0.2,-1.7,-0.1,0.9,0.5,-0.1,0.3,-0.0,-0.1,-0.3,-0.2,-0.3,-0.6,-0.5,-0.3,-0.4,-0.2
Vitznau,-4.2,0.1,-0.8,0.2,-0.6,-0.2,-0.7,-0.9,-0.4,-0.5,0.5,0.2,0.6,0.5,0.2,0.5,4.2,-0.1,0.8,-0.2,0.6,0.2,0.7,0.9,0.4,0.5,-0.5,-0.2,-0.6,-0.5,-0.2,-0.5
Weggis,2.6,-0.1,-0.8,-0.5,-0.0,0.0,0.1,0.0,-0.1,0.1,0.1,0.9,0.7,1.0,0.6,0.3,-2.6,0.1,0.8,0.5,0.0,-0.0,-0.1,-0.0,0.1,-0.1,-0.1,-0.9,-0.7,-1.0,-0.6,-0.3
Aesch (LU),-1.4,-0.6,-0.4,-0.2,-0.8,-0.3,-0.1,-0.1,-0.2,0.0,0.6,0.3,0.6,0.6,0.5,0.6,1.4,0.6,0.4,0.2,0.8,0.3,0.1,0.1,0.2,0.0,-0.6,-0.3,-0.6,-0.6,-0.5,-0.6
Altwis,-1.0,1.0,-2.2,1.0,-1.0,0.0,0.0,-0.2,-0.5,0.2,-0.7,-0.7,0.5,0.2,0.0,0.0,1.0,-1.0,2.2,-1.0,1.0,0.0,0.0,0.2,0.5,-0.2,0.7,0.7,-0.5,-0.2,0.0,0.0
Ballwil,-0.9,-0.8,-0.6,0.4,-0.3,-0.4,0.2,0.2,-0.5,-0.4,0.3,0.1,0.5,0.3,0.4,0.3,0.9,0.8,0.6,-0.4,0.3,0.4,-0.2,-0.2,0.5,0.4,-0.3,-0.1,-0.5,-0.3,-0.4,-0.3
Emmen,0.5,-0.3,-0.7,-0.8,-0.4,-0.3,0.0,0.0,0.3,0.2,0.3,0.5,0.6,0.7,0.6,0.2,-0.5,0.3,0.7,0.8,0.4,0.3,-0.0,-0.0,-0.3,-0.2,-0.3,-0.5,-0.6,-0.7,-0.6,-0.2
Ermensee,-2.9,-0.2,-1.0,-0.6,-0.8,0.8,0.0,-0.7,0.6,0.1,0.3,0.0,0.7,0.3,0.2,0.0,2.9,0.2,1.0,0.6,0.8,-0.8,0.0,0.7,-0.6,-0.1,-0.3,0.0,-0.7,-0.3,-0.2,0.0
Eschenbach (LU),-0.1,-0.1,-0.1,-0.8,-0.1,-0.1,-0.7,0.1,0.1,0.4,-0.1,0.2,0.3,0.3,0.7,0.1,0.1,0.1,0.1,0.8,0.1,0.1,0.7,-0.1,-0.1,-0.4,0.1,-0.2,-0.3,-0.3,-0.7,-0.1
Hitzkirch,-0.0,-0.5,-0.6,-0.5,-0.2,-0.3,0.2,-0.3,-0.0,0.0,0.2,0.3,0.6,0.7,0.4,0.3,0.0,0.5,0.6,0.5,0.2,0.3,-0.2,0.3,0.0,0.0,-0.2,-0.3,-0.6,-0.7,-0.4,-0.3
Hochdorf,2.4,-0.2,-0.6,-0.6,-0.1,0.2,-0.2,0.2,0.1,0.2,0.4,0.8,0.9,1.2,1.0,0.4,-2.4,0.2,0.6,0.6,0.1,-0.2,0.2,-0.2,-0.1,-0.2,-0.4,-0.8,-0.9,-1.2,-1.0,-0.4
Hohenrain,-2.6,-0.6,-1.0,-0.6,-0.2,-0.2,-0.4,0.0,0.2,-0.3,-0.0,0.3,0.2,0.7,0.2,0.1,2.6,0.6,1.0,0.6,0.2,0.2,0.4,-0.0,-0.2,0.3,0.0,-0.3,-0.2,-0.7,-0.2,-0.1
Inwil,-2.3,-0.4,-0.3,-0.5,-0.4,-0.4,-0.4,-0.6,0.2,-0.1,-0.0,0.0,0.5,0.4,0.4,0.3,2.3,0.4,0.3,0.5,0.4,0.4,0.4,0.6,-0.2,0.1,0.0,-0.0,-0.5,-0.4,-0.4,-0.3
Rain,-0.3,0.1,0.1,-0.6,-0.2,-0.3,0.7,-0.3,0.0,-0.2,0.3,-0.2,0.4,0.4,0.6,0.2,0.3,-0.1,-0.1,0.6,0.2,0.3,-0.7,0.3,0.0,0.2,-0.3,0.2,-0.4,-0.4,-0.6,-0.2
Römerswil,-0.1,-1.3,-0.1,-0.4,0.3,-0.6,-0.6,-0.5,-0.5,0.6,0.3,-0.1,0.6,0.2,0.1,0.4,0.1,1.3,0.1,0.4,-0.3,0.6,0.6,0.5,0.5,-0.6,-0.3,0.1,-0.6,-0.2,-0.1,-0.4
Rothenburg,0.5,-0.6,-0.6,-0.3,0.0,0.0,0.1,-0.2,0.2,0.1,0.3,0.3,0.3,0.6,0.4,0.2,-0.5,0.6,0.6,0.3,-0.0,-0.0,-0.1,0.2,-0.2,-0.1,-0.3,-0.3,-0.3,-0.6,-0.4,-0.2
Schongau,-5.7,-1.1,-1.3,0.0,-0.7,0.4,-0.3,-1.3,-0.1,0.0,0.1,-0.1,0.4,0.3,0.5,0.0,5.7,1.1,1.3,0.0,0.7,-0.4,0.3,1.3,0.1,0.0,-0.1,0.1,-0.4,-0.3,-0.5,0.0
Beromünster,-0.1,-0.4,-0.7,-0.4,-0.2,-0.1,-0.0,0.0,0.1,0.1,0.1,0.3,0.4,0.6,0.4,0.4,0.1,0.4,0.7,0.4,0.2,0.1,0.0,0.0,-0.1,-0.1,-0.1,-0.3,-0.4,-0.6,-0.4,-0.4
Büron,-1.9,0.2,-1.1,-0.5,-0.5,0.2,-0.0,-0.3,-0.5,0.1,-0.0,0.2,0.5,0.4,0.5,0.2,1.9,-0.2,1.1,0.5,0.5,-0.2,0.0,0.3,0.5,-0.1,0.0,-0.2,-0.5,-0.4,-0.5,-0.2
Buttisholz,-0.7,0.2,-1.0,0.5,-0.5,-0.3,-0.2,0.3,-0.2,-0.2,0.1,0.2,0.5,0.6,0.5,0.2,0.7,-0.2,1.0,-0.5,0.5,0.3,0.2,-0.3,0.2,0.2,-0.1,-0.2,-0.5,-0.6,-0.5,-0.2
Eich,0.0,-0.1,0.2,-1.0,-0.2,0.1,1.4,0.2,-0.1,-0.4,0.1,0.0,0.4,0.5,0.1,-0.1,0.0,0.1,-0.2,1.0,0.2,-0.1,-1.4,-0.2,0.1,0.4,-0.1,0.0,-0.4,-0.5,-0.1,0.1
Geuensee,-0.5,-0.2,-0.6,0.1,-0.4,-0.1,-0.1,0.4,0.2,0.1,0.1,0.2,0.2,0.4,0.3,0.2,0.5,0.2,0.6,-0.1,0.4,0.1,0.1,-0.4,-0.2,-0.1,-0.1,-0.2,-0.2,-0.4,-0.3,-0.2
Grosswangen,-1.7,-0.8,-0.3,-0.4,-0.8,-0.6,-0.1,0.2,-0.1,0.1,0.4,-0.1,0.5,0.5,0.5,0.2,1.7,0.8,0.3,0.4,0.8,0.6,0.1,-0.2,0.1,-0.1,-0.4,0.1,-0.5,-0.5,-0.5,-0.2
Hildisrieden,-1.1,-0.3,-0.4,-0.5,-0.0,0.3,0.5,0.2,-0.2,0.0,0.2,0.2,0.5,0.6,0.5,0.1,1.1,0.3,0.4,0.5,0.0,-0.3,-0.5,-0.2,0.2,-0.0,-0.2,-0.2,-0.5,-0.6,-0.5,-0.1
Knutwil,-1.5,-0.5,-0.5,0.4,-0.6,-0.5,-0.1,0.1,-0.3,-0.1,0.4,0.3,0.3,0.7,0.3,0.3,1.5,0.5,0.5,-0.4,0.6,0.5,0.1,-0.1,0.3,0.1,-0.4,-0.3,-0.3,-0.7,-0.3,-0.3
Mauensee,0.9,0.2,0.2,-1.0,-0.1,0.3,-0.9,0.2,0.2,0.5,0.5,-0.2,0.4,0.5,0.3,0.1,-0.9,-0.2,-0.2,1.0,0.1,-0.3,0.9,-0.2,-0.2,-0.5,-0.5,0.2,-0.4,-0.5,-0.3,-0.1
Neuenkirch,-1.1,-0.1,-0.0,-0.5,-0.3,-0.2,-0.0,0.2,-0.0,0.1,0.3,0.2,0.3,0.4,0.4,0.2,1.1,0.1,0.0,0.5,0.3,0.2,0.0,-0.2,0.0,-0.1,-0.3,-0.2,-0.3,-0.4,-0.4,-0.2
Nottwil,0.1,-0.3,0.4,-0.5,-0.3,-0.1,0.4,-0.1,-0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.1,-0.1,0.3,-0.4,0.5,0.3,0.1,-0.4,0.1,0.2,-0.2,-0.2,-0.2,-0.2,-0.3,-0.3,-0.1
Oberkirch,0.3,0.5,-0.1,-0.8,-0.6,0.0,0.1,-0.1,0.0,0.2,0.2,0.6,0.5,0.5,0.5,0.2,-0.3,-0.5,0.1,0.8,0.6,0.0,-0.1,0.1,0.0,-0.2,-0.2,-0.6,-0.5,-0.5,-0.5,-0.2
Rickenbach (LU),0.3,-0.3,-1.1,-0.6,-0.7,-0.4,0.2,-0.3,-0.4,0.1,0.0,0.4,0.5,0.7,0.7,0.3,-0.3,0.3,1.1,0.6,0.7,0.4,-0.2,0.3,0.4,-0.1,-0.0,-0.4,-0.5,-0.7,-0.7,-0.3
Ruswil,-1.6,-0.4,-0.7,-0.8,-0.4,-0.2,-0.5,-0.0,-0.1,0.0,0.4,0.3,0.3,0.6,0.6,0.2,1.6,0.4,0.7,0.8,0.4,0.2,0.5,0.0,0.1,-0.0,-0.4,-0.3,-0.3,-0.6,-0.6,-0.2
Schenkon,-0.2,-0.4,-0.4,-1.2,-0.3,0.0,0.2,-0.1,0.6,0.0,-0.3,0.1,0.3,0.4,0.1,0.1,0.2,0.4,0.4,1.2,0.3,-0.0,-0.2,0.1,-0.6,-0.0,0.3,-0.1,-0.3,-0.4,-0.1,-0.1
Schlierbach,-5.0,-1.0,-0.1,-0.9,-0.9,-0.1,-0.2,0.0,0.2,0.1,-0.5,0.5,-0.4,0.5,0.0,0.4,5.0,1.0,0.1,0.9,0.9,0.1,0.2,0.0,-0.2,-0.1,0.5,-0.5,0.4,-0.5,0.0,-0.4
Sempach,0.4,-0.7,-0.5,-0.0,-0.6,-0.0,0.4,-0.0,0.1,0.3,0.2,0.3,0.5,0.4,0.4,0.2,-0.4,0.7,0.5,0.0,0.6,0.0,-0.4,0.0,-0.1,-0.3,-0.2,-0.3,-0.5,-0.4,-0.4,-0.2
Sursee,2.3,-0.2,0.4,-0.9,-0.4,-0.4,0.1,0.0,0.3,0.3,0.3,0.3,0.7,0.9,0.7,0.3,-2.3,0.2,-0.4,0.9,0.4,0.4,-0.1,0.0,-0.3,-0.3,-0.3,-0.3,-0.7,-0.9,-0.7,-0.3
Triengen,-2.0,-0.7,-1.1,-0.5,-0.2,-0.5,-0.0,-0.1,0.0,0.4,-0.3,0.2,0.5,0.4,0.3,0.1,2.0,0.7,1.1,0.5,0.2,0.5,0.0,0.1,-0.0,-0.4,0.3,-0.2,-0.5,-0.4,-0.3,-0.1
Alberswil,-3.5,-1.8,-0.3,0.0,-0.5,0.2,-0.2,-0.8,0.2,-0.3,0.0,0.0,0.6,0.3,0.2,0.3,3.5,1.8,0.3,0.0,0.5,-0.2,0.2,0.8,-0.2,0.3,0.0,0.0,-0.6,-0.3,-0.2,-0.3
Altbüron,-2.9,-1.3,-1.3,-0.8,-0.5,-0.4,-0.2,0.5,-0.4,-0.5,0.2,0.4,0.1,0.2,0.2,0.1,2.9,1.3,1.3,0.8,0.5,0.4,0.2,-0.5,0.4,0.5,-0.2,-0.4,-0.1,-0.2,-0.2,-0.1
Altishofen,-1.6,-0.6,0.2,-0.3,-0.6,-0.4,-0.5,-0.6,-0.3,-0.3,-0.1,0.1,0.5,0.7,0.1,0.0,1.6,0.6,-0.2,0.3,0.6,0.4,0.5,0.6,0.3,0.3,0.1,-0.1,-0.5,-0.7,-0.1,0.0
Dagmersellen,-1.3,0.1,-0.5,-0.4,-0.5,-0.3,-0.6,-0.4,-0.1,0.1,0.2,0.2,0.3,0.5,0.5,0.0,1.3,-0.1,0.5,0.4,0.5,0.3,0.6,0.4,0.1,-0.1,-0.2,-0.2,-0.3,-0.5,-0.5,0.0
Ebersecken,-4.5,-2.5,-1.0,-1.0,0.0,-0.5,-2.0,0.2,0.5,0.0,0.0,-0.2,0.7,0.5,0.2,0.0,4.5,2.5,1.0,1.0,0.0,0.5,2.0,-0.2,-0.5,0.0,0.0,0.2,-0.7,-0.5,-0.2,0.0
Egolzwil,-1.2,-1.3,-1.0,-0.9,0.0,0.1,0.2,0.3,0.1,-0.2,0.3,-0.2,0.0,0.7,0.5,0.4,1.2,1.3,1.0,0.9,0.0,-0.1,-0.2,-0.3,-0.1,0.2,-0.3,0.2,0.0,-0.7,-0.5,-0.4
Ettiswil,0.9,0.2,-0.2,-0.7,0.3,-0.3,-0.2,-0.5,-0.2,-0.2,0.3,0.3,0.7,0.7,0.5,0.2,-0.9,-0.2,0.2,0.7,-0.3,0.3,0.2,0.5,0.2,0.2,-0.3,-0.3,-0.7,-0.7,-0.5,-0.2
