Gemeinde,Ledige Männer Total +/-,Ledige Frauen Total +/-,Ledige20-24 JahreFrauen Total+/-,Ledige20-24 JahreMänner Total+/-,Ledige25-29 JahreFrauen Total+/-,Ledige25-29 JahreMänner Total+/-,Ledige30-34 JahreFrauen Total+/-,Ledige30-34 JahreMänner Total+/-,Ledige35-39 JahreFrauen Total+/-,Ledige35-39 JahreMänner Total+/-,Ledige40-44 JahreFrauen Total+/-,Ledige40-44 JahreMänner Total+/-,Ledige45-49 JahreFrauen Total+/-,Ledige45-49 JahreMänner Total+/-,Ledige50-54 JahreFrauen Total+/-,Ledige50-54 JahreMänner Total+/-,Ledige55-59 JahreFrauen Total+/-,Ledige55-59 JahreMänner Total+/-,Ledige60-64 JahreFrauen Total+/-,Ledige60-64 JahreMänner Total+/-,Ledige65-69 JahreFrauen Total+/-,Ledige65-69 JahreMänner Total+/-,Ledige70-74 JahreFrauen Total+/-,Ledige70-74 JahreMänner Total+/-,Ledige75-79 JahreFrauen Total+/-,Ledige75-79 JahreMänner Total+/-,Ledige80-84 JahreFrauen Total+/-,Ledige80-84 JahreMänner Total+/-,Ledige85-89 JahreFrauen Total+/-,Ledige85-89 JahreMänner Total+/-,Ledige90-94 JahreFrauen Total+/-,Ledige90-94 JahreMänner Total+/-
Sufers,-6,6,0,0,-2,2,0,0,-1,1,0,0,-1,1,-2,2,2,-2,1,-1,-2,2,0,0,1,-1,1,-1,-1,1,1,-1
Andeer,-45,45,-7,7,-13,13,-14,14,2,-2,-9,9,1,-1,1,-1,2,-2,9,-9,8,-8,6,-6,14,-14,10,-10,10,-10,14,-14
Casti-Wergenstein,10,-10,0,0,-4,4,-1,1,0,0,0,0,-1,1,0,0,0,0,-2,2,-1,1,0,0,0,0,0,0,0,0,0,0
Donat,-9,9,-2,2,-4,4,0,0,-1,1,0,0,-3,3,1,-1,1,-1,3,-3,-1,1,1,-1,2,-2,3,-3,3,-3,0,0
Lohn (GR),-4,4,3,-3,0,0,1,-1,-1,1,0,0,1,-1,1,-1,-1,1,-1,1,0,0,0,0,0,0,-1,1,1,-1,0,0
Mathon,7,-7,-2,2,2,-2,-1,1,1,-1,0,0,-2,2,-1,1,-1,1,-1,1,2,-2,-1,1,0,0,1,-1,0,0,0,0
Rongellen,10,-10,-1,1,2,-2,-2,2,-1,1,1,-1,-1,1,0,0,-3,3,-1,1,1,-1,1,-1,0,0,0,0,-1,1,-1,1
Zillis-Reischen,12,-12,-4,4,2,-2,1,-1,2,-2,0,0,-2,2,-5,5,-4,4,-5,5,-1,1,3,-3,0,0,0,0,9,-9,3,-3
Ferrera,7,-7,1,-1,-2,2,3,-3,-1,1,-2,2,2,-2,-2,2,-1,1,0,0,0,0,-1,1,-1,1,1,-1,0,0,0,0
Bonaduz,-86,86,7,-7,-7,7,-16,16,-12,12,-10,10,4,-4,5,-5,16,-16,14,-14,19,-19,8,-8,19,-19,8,-8,11,-11,4,-4
Domat/Ems,32,-32,-8,8,-74,74,-29,29,-21,21,-19,19,-11,11,11,-11,4,-4,7,-7,20,-20,38,-38,54,-54,31,-31,37,-37,10,-10
Rhäzüns,23,-23,-16,16,0,0,-10,10,-1,1,-1,1,3,-3,4,-4,2,-2,-3,3,3,-3,3,-3,7,-7,6,-6,10,-10,4,-4
Felsberg,22,-22,0,0,-23,23,-14,14,1,-1,2,-2,18,-18,-1,1,-1,1,1,-1,-5,5,9,-9,7,-7,-1,1,8,-8,3,-3
Flims,-17,17,-14,14,-9,9,-10,10,-33,33,-7,7,1,-1,-14,14,8,-8,6,-6,9,-9,9,-9,19,-19,20,-20,9,-9,12,-12
Tamins,29,-29,-16,16,-11,11,-5,5,-6,6,-16,16,0,0,3,-3,-3,3,9,-9,-6,6,4,-4,2,-2,4,-4,0,0,5,-5
Trin,-6,6,4,-4,-11,11,3,-3,-7,7,6,-6,-4,4,2,-2,7,-7,-3,3,0,0,10,-10,2,-2,7,-7,9,-9,3,-3
Zernez,1,-1,-12,12,-4,4,-4,4,-2,2,-11,11,3,-3,-18,18,-3,3,14,-14,-2,2,7,-7,7,-7,11,-11,7,-7,7,-7
Samnaun,20,-20,-2,2,0,0,-7,7,-3,3,-7,7,-11,11,-3,3,-7,7,0,0,0,0,4,-4,6,-6,4,-4,7,-7,0,0
Scuol,-103,103,-5,5,-18,18,-11,11,-13,13,-3,3,29,-29,3,-3,3,-3,4,-4,19,-19,19,-19,29,-29,32,-32,43,-43,24,-24
Valsot,-1,1,-6,6,-13,13,-1,1,-7,7,1,-1,1,-1,-3,3,-1,1,-2,2,-1,1,9,-9,7,-7,2,-2,13,-13,4,-4
Val Müstair,-73,73,-9,9,-5,5,-13,13,-4,4,-3,3,-1,1,-8,8,-8,8,12,-12,13,-13,18,-18,20,-20,17,-17,13,-13,13,-13
Haldenstein,-17,17,-9,9,-7,7,-8,8,3,-3,0,0,6,-6,-6,6,-1,1,0,0,10,-10,0,0,4,-4,3,-3,4,-4,0,0
Trimmis,37,-37,-24,24,-23,23,-4,4,-4,4,9,-9,-7,7,0,0,8,-8,7,-7,1,-1,13,-13,5,-5,10,-10,8,-8,8,-8
Untervaz,-23,23,-11,11,-5,5,-14,14,-7,7,-7,7,-4,4,6,-6,10,-10,-4,4,2,-2,8,-8,21,-21,12,-12,6,-6,6,-6
Zizers,-8,8,-17,17,-10,10,-9,9,7,-7,-21,21,-8,8,1,-1,2,-2,9,-9,6,-6,10,-10,22,-22,17,-17,10,-10,6,-6
Fläsch,-7,7,-7,7,8,-8,-6,6,-2,2,0,0,-4,4,3,-3,7,-7,-4,4,1,-1,4,-4,4,-4,1,-1,3,-3,3,-3
Jenins,-19,19,-6,6,-7,7,11,-11,-3,3,-3,3,-3,3,7,-7,1,-1,5,-5,-2,2,2,-2,5,-5,7,-7,2,-2,2,-2
Maienfeld,-51,51,-9,9,-18,18,-30,30,3,-3,-3,3,17,-17,-7,7,1,-1,18,-18,5,-5,14,-14,16,-16,8,-8,16,-16,20,-20
Malans,-27,27,5,-5,-11,11,0,0,-3,3,-7,7,6,-6,-3,3,0,0,7,-7,2,-2,6,-6,6,-6,9,-9,18,-18,11,-11
Landquart,-12,12,-32,32,-78,78,-28,28,-25,25,-14,14,-2,2,25,-25,8,-8,21,-21,1,-1,27,-27,60,-60,46,-46,39,-39,21,-21
Bever,-7,7,-7,7,3,-3,-6,6,1,-1,6,-6,-7,7,-2,2,2,-2,-2,2,2,-2,7,-7,3,-3,10,-10,3,-3,-1,1
Celerina/Schlarigna,-19,19,-7,7,-15,15,-7,7,-10,10,7,-7,2,-2,6,-6,6,-6,2,-2,6,-6,4,-4,9,-9,11,-11,9,-9,3,-3
Madulain,1,-1,4,-4,2,-2,0,0,-1,1,1,-1,-2,2,-1,1,0,0,1,-1,-1,1,2,-2,0,0,2,-2,1,-1,0,0
Pontresina,-45,45,-3,3,-19,19,0,0,6,-6,2,-2,0,0,5,-5,6,-6,12,-12,5,-5,5,-5,10,-10,11,-11,5,-5,6,-6
La Punt-Chamues-ch,9,-9,-2,2,-12,12,-2,2,-7,7,-6,6,3,-3,1,-1,1,-1,1,-1,1,-1,10,-10,5,-5,1,-1,3,-3,1,-1
Samedan,-78,78,-2,2,-4,4,-21,21,-15,15,-23,23,5,-5,22,-22,18,-18,11,-11,6,-6,12,-12,19,-19,21,-21,13,-13,7,-7
St. Moritz,-138,138,-11,11,1,-1,-7,7,0,0,5,-5,-8,8,8,-8,25,-25,-2,2,32,-32,25,-25,24,-24,35,-35,23,-23,12,-12
S-chanf,21,-21,-4,4,-2,2,-14,14,4,-4,-8,8,0,0,-6,6,5,-5,-2,2,3,-3,-1,1,3,-3,1,-1,4,-4,0,0
Sils im Engadin/Segl,-20,20,4,-4,-3,3,-5,5,-9,9,-1,1,1,-1,5,-5,2,-2,9,-9,6,-6,1,-1,4,-4,5,-5,6,-6,4,-4
Silvaplana,-58,58,12,-12,9,-9,-10,10,-2,2,-7,7,-2,2,5,-5,5,-5,0,0,13,-13,-1,1,6,-6,6,-6,6,-6,5,-5
Zuoz,42,-42,-8,8,-4,4,-7,7,-7,7,0,0,0,0,4,-4,4,-4,2,-2,-4,4,7,-7,5,-5,10,-10,5,-5,4,-4
Bregaglia,-68,68,-13,13,-10,10,0,0,3,-3,-3,3,4,-4,-1,1,-6,6,3,-3,9,-9,6,-6,24,-24,14,-14,22,-22,9,-9
Buseno,-4,4,-1,1,1,-1,-1,1,-1,1,2,-2,0,0,-2,2,-2,2,-1,1,3,-3,1,-1,-1,1,6,-6,0,0,-1,1
Castaneda,-30,30,5,-5,3,-3,-1,1,3,-3,-7,7,-2,2,-3,3,-4,4,-3,3,6,-6,3,-3,7,-7,7,-7,5,-5,2,-2
Rossa,4,-4,-4,4,0,0,-1,1,-3,3,-3,3,3,-3,1,-1,-7,7,-1,1,0,0,2,-2,2,-2,2,-2,1,-1,2,-2
Santa Maria in Calanca,-2,2,1,-1,2,-2,-2,2,0,0,-1,1,1,-1,1,-1,-1,1,0,0,0,0,-2,2,0,0,0,0,3,-3,0,0
Lostallo,9,-9,-1,1,-2,2,-4,4,-1,1,-7,7,-1,1,-3,3,3,-3,-4,4,7,-7,2,-2,6,-6,14,-14,0,0,3,-3
Mesocco,-12,12,-6,6,8,-8,-11,11,-3,3,-13,13,-8,8,-12,12,-5,5,-5,5,-3,3,5,-5,6,-6,18,-18,7,-7,11,-11
Soazza,22,-22,-2,2,-6,6,-2,2,-4,4,-4,4,-6,6,-4,4,-2,2,-2,2,-6,6,0,0,4,-4,8,-8,7,-7,3,-3
Cama,-7,7,7,-7,-2,2,-2,2,-1,1,1,-1,-2,2,0,0,1,-1,4,-4,-2,2,3,-3,2,-2,2,-2,5,-5,0,0
Grono,9,-9,6,-6,-9,9,-6,6,-6,6,-7,7,-7,7,-4,4,-2,2,10,-10,2,-2,3,-3,4,-4,4,-4,7,-7,8,-8
Leggia,-8,8,-3,3,4,-4,-1,1,-1,1,2,-2,-2,2,0,0,0,0,1,-1,2,-2,1,-1,-2,2,1,-1,3,-3,1,-1
Roveredo (GR),-44,44,-19,19,-4,4,-22,22,-13,13,2,-2,12,-12,-10,10,6,-6,2,-2,3,-3,27,-27,10,-10,27,-27,10,-10,8,-8
San Vittore,-15,15,4,-4,-4,4,-5,5,-10,10,-4,4,1,-1,0,0,0,0,2,-2,3,-3,-2,2,11,-11,8,-8,6,-6,3,-3
Verdabbio,-3,3,-2,2,-3,3,0,0,0,0,-2,2,-2,2,-3,3,-1,1,-1,1,1,-1,3,-3,0,0,2,-2,0,0,1,-1
Calanca,-3,3,2,-2,4,-4,3,-3,0,0,-7,7,1,-1,-4,4,-2,2,-1,1,-3,3,5,-5,2,-2,1,-1,4,-4,0,0
Chur,-1156,1156,-28,28,-86,86,-255,255,-91,91,-99,99,5,-5,72,-72,110,-110,129,-129,232,-232,243,-243,313,-313,288,-288,271,-271,142,-142
Churwalden,61,-61,-16,16,-6,6,-26,26,8,-8,-22,22,-11,11,-2,2,-6,6,1,-1,1,-1,-1,1,10,-10,6,-6,11,-11,3,-3
Arosa,79,-79,17,-17,-18,18,-37,37,-27,27,-28,28,-6,6,-24,24,-18,18,-22,22,7,-7,8,-8,16,-16,25,-25,23,-23,6,-6
Maladers,4,-4,1,-1,-3,3,-7,7,1,-1,-2,2,-4,4,4,-4,1,-1,3,-3,-1,1,-2,2,4,-4,4,-4,3,-3,1,-1
Tschiertschen-Praden,9,-9,-1,1,1,-1,-5,5,-1,1,2,-2,-6,6,0,0,-2,2,3,-3,-1,1,-2,2,2,-2,5,-5,4,-4,0,0
Davos,-133,133,-33,33,-9,9,-86,86,-52,52,0,0,-23,23,-18,18,21,-21,56,-56,41,-41,51,-51,73,-73,95,-95,86,-86,42,-42
Fideris,0,0,-9,9,-3,3,0,0,-6,6,-3,3,-2,2,3,-3,1,-1,-1,1,4,-4,4,-4,3,-3,5,-5,2,-2,2,-2
Furna,-16,16,6,-6,0,0,-1,1,-1,1,1,-1,0,0,0,0,-3,3,-1,1,0,0,0,0,4,-4,3,-3,-1,1,2,-2
Jenaz,1,-1,5,-5,1,-1,-8,8,1,-1,-4,4,0,0,-13,13,-6,6,-1,1,-3,3,2,-2,8,-8,12,-12,4,-4,6,-6
Klosters-Serneus,-78,78,-7,7,-24,24,-11,11,-9,9,11,-11,-19,19,-5,5,0,0,11,-11,19,-19,19,-19,46,-46,36,-36,25,-25,6,-6
Conters im Prättigau,-2,2,3,-3,2,-2,-6,6,0,0,2,-2,-3,3,-5,5,-2,2,-1,1,1,-1,-1,1,4,-4,1,-1,2,-2,2,-2
Küblis,-32,32,1,-1,-4,4,-4,4,-2,2,-1,1,2,-2,-3,3,2,-2,11,-11,-1,1,8,-8,5,-5,9,-9,5,-5,1,-1
Saas,10,-10,-7,7,-4,4,-7,7,-9,9,4,-4,-5,5,-6,6,-3,3,5,-5,8,-8,9,-9,3,-3,9,-9,5,-5,0,0
Luzein,25,-25,9,-9,0,0,-10,10,-1,1,-4,4,-6,6,-7,7,-3,3,-2,2,7,-7,3,-3,4,-4,8,-8,5,-5,2,-2
St. Antönien,8,-8,0,0,0,0,1,-1,1,-1,1,-1,-4,4,1,-1,-4,4,1,-1,-2,2,-1,1,-1,1,1,-1,2,-2,0,0
Grüsch,-3,3,11,-11,-15,15,0,0,-8,8,5,-5,5,-5,-8,8,-4,4,1,-1,0,0,7,-7,9,-9,14,-14,9,-9,-1,1
Schiers,25,-25,-2,2,-36,36,-29,29,-17,17,1,-1,-1,1,5,-5,4,-4,-3,3,6,-6,15,-15,15,-15,20,-20,18,-18,12,-12
Seewis im Prättigau,-17,17,-5,5,-14,14,-1,1,-8,8,-2,2,2,-2,1,-1,-9,9,4,-4,3,-3,1,-1,-1,1,8,-8,12,-12,4,-4
Falera,24,-24,2,-2,-2,2,-6,6,4,-4,-5,5,2,-2,-4,4,5,-5,-4,4,-1,1,0,0,-5,5,0,0,3,-3,-1,1
Laax,109,-109,-12,12,-14,14,-28,28,-8,8,-12,12,-12,12,-6,6,-6,6,-1,1,-7,7,6,-6,0,0,7,-7,-4,4,4,-4
Sagogn,26,-26,-16,16,-10,10,-11,11,0,0,-8,8,-5,5,5,-5,-2,2,2,-2,-6,6,-9,9,9,-9,3,-3,5,-5,3,-3
Schluein,37,-37,-13,13,-11,11,-3,3,0,0,-1,1,2,-2,-3,3,-10,10,-6,6,5,-5,0,0,6,-6,0,0,5,-5,5,-5
Vals,-8,8,11,-11,-5,5,-9,9,-5,5,-6,6,0,0,-1,1,-9,9,3,-3,-2,2,2,-2,12,-12,10,-10,13,-13,-3,3
Andiast,-3,3,2,-2,-8,8,-2,2,0,0,0,0,-2,2,1,-1,1,-1,1,-1,2,-2,4,-4,1,-1,2,-2,1,-1,1,-1
Obersaxen,-4,4,0,0,-8,8,-1,1,-2,2,-6,6,-1,1,-3,3,-3,3,-2,2,3,-3,9,-9,8,-8,7,-7,7,-7,5,-5
Waltensburg/Vuorz,6,-6,1,-1,-13,13,-2,2,1,-1,-2,2,3,-3,-3,3,-1,1,-4,4,1,-1,3,-3,2,-2,5,-5,2,-2,1,-1
Mundaun,13,-13,-6,6,-7,7,0,0,-3,3,0,0,6,-6,-2,2,1,-1,-2,2,0,0,-1,1,0,0,6,-6,2,-2,3,-3
Lumnezia,49,-49,-15,15,-24,24,-13,13,-15,15,-8,8,-8,8,-12,12,3,-3,1,-1,-1,1,-11,11,7,-7,28,-28,23,-23,7,-7
Ilanz/Glion,-182,182,-45,45,-25,25,-23,23,-6,6,-11,11,-5,5,22,-22,8,-8,5,-5,42,-42,35,-35,52,-52,76,-76,63,-63,26,-26
Safiental,32,-32,-8,8,-16,16,-6,6,-2,2,-4,4,-3,3,-5,5,3,-3,2,-2,-6,6,-4,4,7,-7,5,-5,12,-12,4,-4
Breil/Brigels,9,-9,-13,13,-4,4,-8,8,0,0,-4,4,-6,6,-1,1,-3,3,-5,5,4,-4,2,-2,9,-9,7,-7,7,-7,9,-9
Disentis/Mustér,40,-40,-12,12,-30,30,-16,16,-14,14,-1,1,-16,16,-6,6,-12,12,2,-2,5,-5,9,-9,14,-14,15,-15,24,-24,5,-5
Medel (Lucmagn),-9,9,0,0,1,-1,-6,6,1,-1,2,-2,-4,4,-3,3,1,-1,-2,2,-1,1,2,-2,-4,4,5,-5,9,-9,3,-3
Sumvitg,-23,23,-4,4,-19,19,-5,5,-4,4,3,-3,-4,4,-5,5,0,0,1,-1,2,-2,9,-9,8,-8,27,-27,13,-13,7,-7
Tujetsch,9,-9,4,-4,-11,11,-8,8,0,0,-3,3,-12,12,3,-3,1,-1,-4,4,-3,3,3,-3,7,-7,13,-13,17,-17,3,-3
Trun,-55,55,2,-2,-2,2,-7,7,0,0,2,-2,-4,4,-6,6,-3,3,-9,9,-2,2,0,0,21,-21,19,-19,14,-14,6,-6
Aarau,-557,557,-28,28,-22,22,-174,174,-100,100,-57,57,-35,35,30,-30,63,-63,83,-83,123,-123,132,-132,144,-144,173,-173,198,-198,107,-107
Biberstein,-24,24,-9,9,6,-6,-15,15,-1,1,-2,2,-1,1,0,0,2,-2,3,-3,8,-8,3,-3,8,-8,9,-9,1,-1,1,-1
Buchs (AG),-235,235,-7,7,-9,9,-49,49,-8,8,-2,2,10,-10,15,-15,4,-4,42,-42,19,-19,47,-47,27,-27,50,-50,57,-57,27,-27
Densbüren,-3,3,-2,2,-14,14,-2,2,1,-1,3,-3,-1,1,0,0,1,-1,-1,1,-5,5,5,-5,2,-2,5,-5,4,-4,3,-3
Erlinsbach (AG),-92,92,-17,17,-6,6,-3,3,-15,15,19,-19,10,-10,6,-6,17,-17,-1,1,12,-12,11,-11,14,-14,31,-31,22,-22,18,-18
Gränichen,-122,122,-20,20,-35,35,-17,17,-11,11,-5,5,11,-11,0,0,22,-22,16,-16,4,-4,22,-22,43,-43,44,-44,49,-49,19,-19
Hirschthal,-23,23,2,-2,0,0,-2,2,-4,4,1,-1,9,-9,-5,5,1,-1,-3,3,5,-5,7,-7,9,-9,6,-6,7,-7,5,-5
Küttigen,-180,180,-33,33,-6,6,5,-5,-13,13,-11,11,5,-5,8,-8,6,-6,20,-20,26,-26,48,-48,27,-27,43,-43,40,-40,16,-16
Muhen,-16,16,0,0,0,0,-23,23,8,-8,-5,5,-18,18,-7,7,-7,7,2,-2,13,-13,10,-10,16,-16,29,-29,20,-20,8,-8
Oberentfelden,-87,87,-32,32,-33,33,-33,33,-1,1,-8,8,20,-20,24,-24,16,-16,15,-15,11,-11,49,-49,31,-31,54,-54,37,-37,22,-22
Suhr,-287,287,-11,11,41,-41,-41,41,-20,20,9,-9,21,-21,16,-16,20,-20,43,-43,37,-37,50,-50,74,-74,68,-68,46,-46,21,-21
Unterentfelden,-54,54,-18,18,-27,27,-19,19,-11,11,6,-6,-1,1,16,-16,32,-32,5,-5,25,-25,10,-10,21,-21,31,-31,26,-26,8,-8
Baden,26,-26,47,-47,-72,72,-159,159,-133,133,-68,68,-5,5,-32,32,35,-35,68,-68,55,-55,88,-88,85,-85,100,-100,70,-70,49,-49
Bellikon,-17,17,0,0,-9,9,16,-16,1,-1,-7,7,-2,2,-8,8,1,-1,6,-6,2,-2,0,0,8,-8,6,-6,6,-6,1,-1
Bergdietikon,-56,56,3,-3,-2,2,-14,14,-4,4,-3,3,-8,8,18,-18,-7,7,18,-18,19,-19,15,-15,14,-14,-5,5,11,-11,10,-10
Birmenstorf (AG),7,-7,-3,3,-6,6,-11,11,-26,26,6,-6,-18,18,1,-1,0,0,11,-11,8,-8,13,-13,11,-11,14,-14,16,-16,3,-3
Ennetbaden,-74,74,15,-15,-10,10,-13,13,-18,18,5,-5,0,0,-12,12,-5,5,11,-11,9,-9,15,-15,14,-14,9,-9,23,-23,14,-14
Fislisbach,-103,103,24,-24,-18,18,-32,32,-8,8,-20,20,5,-5,19,-19,22,-22,15,-15,7,-7,28,-28,36,-36,46,-46,26,-26,13,-13
Freienwil,-33,33,-4,4,1,-1,0,0,-4,4,0,0,4,-4,2,-2,-1,1,-1,1,4,-4,6,-6,6,-6,7,-7,3,-3,1,-1
Gebenstorf,31,-31,4,-4,-41,41,-36,36,-16,16,-22,22,-8,8,-5,5,-2,2,27,-27,10,-10,13,-13,30,-30,29,-29,19,-19,7,-7
Killwangen,39,-39,-8,8,-5,5,-14,14,-11,11,-6,6,2,-2,2,-2,7,-7,2,-2,12,-12,8,-8,10,-10,-1,1,6,-6,0,0
Künten,14,-14,0,0,0,0,-19,19,-10,10,-4,4,-3,3,-8,8,8,-8,3,-3,-4,4,5,-5,6,-6,8,-8,8,-8,2,-2
Mägenwil,65,-65,-13,13,-9,9,-10,10,-6,6,-11,11,-4,4,0,0,-1,1,1,-1,0,0,11,-11,9,-9,5,-5,3,-3,3,-3
Mellingen,30,-30,-21,21,-26,26,-44,44,-21,21,-31,31,-12,12,5,-5,3,-3,29,-29,6,-6,32,-32,17,-17,22,-22,17,-17,9,-9
Neuenhof,-38,38,-58,58,-54,54,-90,90,-30,30,-37,37,20,-20,1,-1,23,-23,44,-44,46,-46,41,-41,57,-57,41,-41,39,-39,19,-19
Niederrohrdorf,-91,91,-15,15,-12,12,-13,13,-2,2,10,-10,-13,13,2,-2,5,-5,13,-13,10,-10,23,-23,29,-29,18,-18,23,-23,8,-8
Oberrohrdorf,16,-16,-21,21,-21,21,-17,17,-14,14,-4,4,-8,8,6,-6,10,-10,1,-1,1,-1,25,-25,29,-29,11,-11,14,-14,10,-10
Obersiggenthal,-217,217,-45,45,-60,60,-28,28,-23,23,-2,2,-11,11,17,-17,6,-6,34,-34,39,-39,61,-61,39,-39,78,-78,63,-63,38,-38
Remetschwil,72,-72,-19,19,-11,11,-1,1,-13,13,-9,9,8,-8,-3,3,11,-11,-2,2,3,-3,11,-11,4,-4,-1,1,1,-1,3,-3
Spreitenbach,58,-58,-78,78,-69,69,-77,77,-34,34,-39,39,-22,22,24,-24,-14,14,37,-37,29,-29,65,-65,66,-66,56,-56,35,-35,11,-11
Stetten (AG),-11,11,26,-26,-16,16,-5,5,0,0,-8,8,-6,6,5,-5,2,-2,1,-1,5,-5,1,-1,8,-8,8,-8,5,-5,4,-4
Turgi,3,-3,-1,1,-16,16,-30,30,-29,29,-7,7,-12,12,11,-11,18,-18,2,-2,8,-8,8,-8,16,-16,16,-16,9,-9,4,-4
Untersiggenthal,75,-75,-21,21,-65,65,-46,46,-9,9,-6,6,-8,8,-18,18,9,-9,20,-20,8,-8,22,-22,23,-23,37,-37,31,-31,17,-17
Wettingen,-488,488,-24,24,-89,89,-160,160,-57,57,-39,39,-36,36,-16,16,38,-38,59,-59,90,-90,142,-142,181,-181,195,-195,179,-179,74,-74
Wohlenschwil,-23,23,-5,5,-6,6,-4,4,-5,5,-8,8,-17,17,8,-8,3,-3,13,-13,2,-2,8,-8,-1,1,1,-1,13,-13,3,-3
Würenlingen,-13,13,-25,25,-23,23,-20,20,-12,12,1,-1,-14,14,13,-13,-6,6,-1,1,17,-17,18,-18,25,-25,29,-29,15,-15,13,-13
Würenlos,-41,41,2,-2,-31,31,-24,24,-7,7,-15,15,2,-2,10,-10,11,-11,21,-21,11,-11,37,-37,23,-23,31,-31,11,-11,9,-9
Ehrendingen,-74,74,-20,20,13,-13,-11,11,-14,14,-4,4,6,-6,10,-10,-1,1,3,-3,18,-18,28,-28,26,-26,23,-23,18,-18,18,-18
Arni (AG),46,-46,-19,19,-3,3,-10,10,-8,8,10,-10,-17,17,19,-19,4,-4,1,-1,2,-2,5,-5,9,-9,4,-4,5,-5,0,0
Berikon,-26,26,-13,13,-33,33,-18,18,-6,6,18,-18,12,-12,6,-6,-9,9,12,-12,27,-27,23,-23,17,-17,28,-28,12,-12,7,-7
Bremgarten (AG),-143,143,-28,28,-47,47,-47,47,-43,43,-20,20,-13,13,25,-25,15,-15,17,-17,28,-28,44,-44,42,-42,49,-49,47,-47,14,-14
Büttikon,7,-7,-3,3,-5,5,4,-4,-6,6,-3,3,4,-4,-1,1,-2,2,7,-7,-1,1,4,-4,4,-4,3,-3,3,-3,0,0
Dottikon,49,-49,4,-4,-13,13,-37,37,-15,15,-2,2,-13,13,-6,6,-14,14,10,-10,18,-18,15,-15,16,-16,22,-22,19,-19,7,-7
Eggenwil,45,-45,-7,7,-9,9,-3,3,-8,8,5,-5,-7,7,-5,5,1,-1,-2,2,1,-1,8,-8,1,-1,10,-10,2,-2,2,-2
Fischbach-Göslikon,-26,26,-4,4,-6,6,11,-11,-1,1,0,0,4,-4,3,-3,-2,2,-1,1,0,0,6,-6,-4,4,7,-7,7,-7,1,-1
Hägglingen,5,-5,-7,7,-20,20,-11,11,-3,3,-7,7,2,-2,-20,20,-4,4,1,-1,-1,1,15,-15,7,-7,22,-22,7,-7,7,-7
Jonen,-15,15,1,-1,-4,4,-3,3,-4,4,-3,3,-8,8,9,-9,3,-3,1,-1,9,-9,6,-6,8,-8,8,-8,6,-6,1,-1
Niederwil (AG),40,-40,-34,34,-2,2,-16,16,-2,2,-1,1,5,-5,0,0,2,-2,1,-1,4,-4,2,-2,3,-3,11,-11,1,-1,4,-4
Oberlunkhofen,-56,56,9,-9,-24,24,1,-1,-1,1,1,-1,4,-4,8,-8,9,-9,2,-2,8,-8,10,-10,5,-5,3,-3,5,-5,5,-5
Oberwil-Lieli,6,-6,7,-7,-8,8,-7,7,-3,3,0,0,6,-6,2,-2,-5,5,0,0,8,-8,5,-5,7,-7,12,-12,10,-10,3,-3
Rudolfstetten-Friedlisberg,-82,82,-4,4,-1,1,-8,8,-11,11,-22,22,15,-15,22,-22,17,-17,2,-2,22,-22,25,-25,15,-15,34,-34,15,-15,8,-8
Sarmenstorf,-47,47,6,-6,-9,9,-12,12,-22,22,-5,5,-7,7,2,-2,3,-3,4,-4,2,-2,6,-6,12,-12,22,-22,7,-7,10,-10
Tägerig,-8,8,3,-3,-1,1,-4,4,-4,4,-5,5,9,-9,6,-6,2,-2,6,-6,5,-5,1,-1,0,0,9,-9,3,-3,3,-3
Uezwil,2,-2,-10,10,-2,2,0,0,-3,3,1,-1,0,0,0,0,-1,1,-2,2,-1,1,2,-2,4,-4,3,-3,0,0,0,0
Unterlunkhofen,1,-1,4,-4,-4,4,-1,1,-6,6,-8,8,1,-1,4,-4,-3,3,0,0,1,-1,3,-3,9,-9,4,-4,3,-3,0,0
Villmergen,114,-114,-15,15,-41,41,-56,56,-42,42,-18,18,-30,30,-10,10,-23,23,9,-9,2,-2,12,-12,33,-33,38,-38,32,-32,14,-14
Widen,-49,49,-17,17,-9,9,-16,16,-9,9,-5,5,-3,3,5,-5,26,-26,10,-10,16,-16,19,-19,30,-30,21,-21,16,-16,6,-6
Wohlen (AG),30,-30,-72,72,-134,134,-92,92,-96,96,-9,9,10,-10,19,-19,-6,6,28,-28,60,-60,51,-51,97,-97,105,-105,102,-102,49,-49
Zufikon,-62,62,-12,12,-15,15,-21,21,-16,16,-8,8,-6,6,-20,20,12,-12,11,-11,24,-24,17,-17,19,-19,30,-30,23,-23,13,-13
Islisberg,15,-15,-3,3,4,-4,-2,2,0,0,-1,1,-3,3,2,-2,-2,2,6,-6,1,-1,-1,1,2,-2,5,-5,-1,1,0,0
Auenstein,1,-1,8,-8,-5,5,-18,18,4,-4,-2,2,2,-2,2,-2,3,-3,-7,7,-3,3,8,-8,6,-6,15,-15,3,-3,2,-2
Birr,67,-67,-50,50,-32,32,-40,40,-22,22,-22,22,-6,6,1,-1,6,-6,10,-10,-7,7,14,-14,12,-12,21,-21,18,-18,5,-5
Birrhard,-2,2,2,-2,-2,2,-2,2,4,-4,-4,4,4,-4,1,-1,0,0,0,0,2,-2,-2,2,-1,1,4,-4,3,-3,1,-1
